lecture_no,question,option1,option2,option3,option4,correct_option
8,What does a 3x3 matrix contain?,9 elements,6 elements,3 elements,12 elements,1
8,Can multidimensional arrays store strings?,Yes,No,Only primitives,Never,1
8,Which structure stores classroom seating positions effectively?,2D arrays,Methods,Strings,Packages,1
8,What is purpose of multidimensional arrays overall?,Store structured/tabular data,Replace methods,Compile faster,Reduce memory,1
8,Which chapter extends arrays into grids and matrices?,Multidimensional Arrays,Loops,Methods,Objects,1
8,Which concept is most important with multidimensional arrays?,Nested loops,Inheritance,Interfaces,Packages,1
9,What is a class in Java?,Blueprint for objects,Instance of object,Loop structure,Method type,1
9,What is an object?,Instance of a class,Blueprint only,Method call,Package,1
9,Which keyword creates objects?,new,class,object,create,1
9,Which symbol accesses object members?,.,:,#,->,1
9,What does a class contain?,Fields and methods,Loops only,Variables only,Comments,1
9,What is an instance variable?,Variable belonging to object,Loop variable,Method parameter,Static block,1
9,What is a method in class?,Behavior of object,Variable type,Compiler tool,Package name,1
9,Which method initializes objects?,Constructor,main(),run(),start(),1
9,What is constructor name rule?,Same as class name,Any name,Starts with init,Ends with class,1
9,Do constructors have return types?,No,Yes,Only void,Only int,1
9,What happens if constructor omitted?,Default constructor created,Compile error,Runtime error,Object fails,1
9,Which keyword refers current object?,this,super,new,class,1
9,Can classes have multiple constructors?,Yes,No,Only one,Never,1
9,What is constructor overloading?,Multiple constructors with different parameters,Copying constructors,Inheritance,Looping constructors,1
9,What is encapsulation?,Wrapping data and methods together,Inheritance,Compilation,Loop nesting,1
9,Which access modifier restricts access most?,private,public,protected,default,1
9,Which modifier allows access everywhere?,public,private,protected,default,1
9,What is object state represented by?,Fields/variables,Methods,Packages,Loops,1
9,What is object behavior represented by?,Methods,Fields,Packages,Comments,1
9,Can objects communicate via methods?,Yes,No,Only constructors,Never,1
9,Which memory stores objects?,Heap,Stack,ROM,Cache,1
9,Where are local variables stored?,Stack,Heap,ROM,Cache,1
9,What is reference variable?,Stores object address,Stores value only,Loop variable,Constant,1
9,Can multiple references point same object?,Yes,No,Only arrays,Never,1
9,What happens when object reference becomes null?,Object may be garbage collected,Compile error,Program ends,Nothing,1
9,Which operator compares references?,==,equals(),compareTo(),!=,1
9,Which method usually compares object content?,equals(),==,compare(),same(),1
9,Can objects contain objects?,Yes,No,Only arrays,Never,1
9,What is composition?,Object contains another object,Loop nesting,Inheritance only,Method chaining,1
9,What does null mean?,No object reference,Object deleted,Integer zero,False,1
9,Can constructors be private?,Yes,No,Always public,Never,1
9,What is object instantiation?,Creating object,Deleting object,Compiling object,Looping object,1
9,Which keyword invokes parent constructor?,super,this,parent,extends,1
9,Can class exist without objects?,Yes,No,Never,Only interfaces,1
9,Can objects exist without class?,No,Yes,Sometimes,Only arrays,1
9,What is UML used for?,Design classes visually,Compile code,Run programs,Store objects,1
9,UML class diagram mainly shows?,Attributes and methods,Loops,Packages,Arrays,1
9,What is attribute in UML?,Variable/field,Loop,Method call,Compiler,1
9,What is operation in UML?,Method,Variable,Package,Object,1
9,Can instance variables have default values?,Yes,No,Only int,Never,1
9,Default int instance variable value?,0,1,null,-1,1
9,Default boolean instance variable value?,false,true,null,0,1
9,Default object reference value?,null,0,false,blank,1
9,What is garbage collection?,Automatic memory cleanup,Manual deletion,Compilation,Loop removal,1
9,Which method is called automatically on object creation?,Constructor,main(),run(),equals(),1
9,What is anonymous object?,Object without reference,Object with two references,Null object,Default object,1
9,Can methods return objects?,Yes,No,Only arrays,Never,1
9,Can objects be passed to methods?,Yes,No,Only strings,Never,1
9,Which concept hides implementation details?,Encapsulation,Inheritance,Looping,Casting,1
9,What is mutator method?,Setter method,Getter method,Constructor,Static method,1
9,What is accessor method?,Getter method,Setter method,Loop method,Static method,1
9,What is setter purpose?,Modify field values,Read values,Compile code,Create arrays,1
9,What is getter purpose?,Access values,Delete values,Loop control,Compile,1
9,Can classes contain static variables?,Yes,No,Only methods,Never,1
9,Static members belong to?,Class,Object only,Method,Package,1
9,Instance members belong to?,Objects,Class,Compiler,Package,1
9,Can static methods access instance variables directly?,No,Yes,Always,Sometimes,1
9,Can instance methods access static variables?,Yes,No,Never,Only constructors,1
9,What is object-oriented programming based on?,Objects,Loops,Arrays,Packages,1
9,Which concept allows code reuse through classes?,OOP,Looping,Casting,Sorting,1
9,Can classes be empty?,Yes,No,Never,Only interfaces,1
9,What is class body enclosed in?,{},(),[],<>,1
9,What is field another name for?,Attribute,Loop,Object,Package,1
9,Can objects call their own methods?,Yes,No,Only constructors,Never,1
9,Which keyword prevents external direct field access?,private,public,static,new,1
9,Can constructors call other constructors?,Yes using this(),No,Never,Only static,1
9,What does this() call?,Another constructor in same class,Parent constructor,Method,Object,1
9,Can object references be copied?,Yes,No,Never,Only arrays,1
9,What happens when assigning one object reference to another?,Both point same object,Copy object automatically,Compile error,Delete old object,1
9,What is object identity?,Reference uniqueness,Object size,Object speed,Object type,1
9,Can classes contain main method?,Yes,No,Only one class,Never,1
9,What is cohesion in class design?,Related responsibilities together,Random methods,Large classes,More variables,1
9,What is low coupling?,Less dependency between classes,More dependencies,No classes,Large loops,1
9,What is toString() commonly used for?,Readable object output,Delete objects,Compare objects,Looping,1
9,Can one source file contain multiple classes?,Yes,No,Never,Only packages,1
9,Which class member stores data?,Field,Method,Constructor,Package,1
9,Which class member performs actions?,Method,Field,Package,Import,1
9,Can constructors be overloaded with different parameter counts?,Yes,No,Never,Only private,1
9,What is object creation syntax?,ClassName obj = new ClassName();,new object();,object Class();,Class object;,1
9,What is aggregation?,Has-a relationship,Object deletion,Loop relation,Sorting relation,1
9,Which memory issue occurs with too many objects?,Heap overflow,Stack overflow,Compile error,None,1
9,Can classes inherit later chapters concepts?,Yes,No,Never,Only interfaces,1
9,What is instance creation called?,Instantiation,Compilation,Traversal,Initialization only,1
9,What is abstraction related to?,Showing essentials hiding details,Only hiding variables,Loop control,Sorting,1
9,Can methods inside same class call each other?,Yes,No,Only static,Never,1
9,What is object lifecycle started by?,Instantiation,Garbage collection,Compilation,Deletion,1
9,Can classes model real world entities?,Yes,No,Only arrays,Never,1
9,What is purpose of objects?,Represent entities with state and behavior,Create loops,Compile faster,Replace arrays,1
9,Which chapter introduces OOP foundations?,Objects and Classes,Arrays,Loops,Strings,1
9,Which concept groups data and functions together?,Class,Object reference,Loop,Array,1
9,What is one benefit of OOP?,Modularity,Less memory always,No methods,Fewer classes,1
9,Which concept improves code organization using entities?,Classes and Objects,Loops,Packages,Casting,1
9,Can object references be null?,Yes,No,Never,Only strings,1
9,What happens when using method on null reference?,NullPointerException,Compile error,Returns 0,Ignored,1
9,Objects mainly model what?,Real-world entities,Only numbers,Only strings,Only arrays,1
9,What chapter introduces creating custom types?,Objects and Classes,Loops,Methods,Arrays,1
10,What is object-oriented thinking mainly about?,Modeling real world objects,Writing loops,Faster compilation,Memory allocation,1
10,Which OOP concept hides implementation details?,Abstraction,Looping,Sorting,Casting,1
10,Which OOP concept bundles data and methods?,Encapsulation,Inheritance,Compilation,Iteration,1
10,Which concept promotes code reuse?,Inheritance,Looping,Sorting,Casting,1
10,What is association in OOP?,Relationship between objects,Loop relation,Memory allocation,Compilation,1
10,What is aggregation?,Weak has-a relationship,Strong has-a relationship,Inheritance,Polymorphism,1
10,What is composition?,Strong has-a relationship,Weak relationship,Loop structure,Sorting algorithm,1
10,Which relationship represents ownership?,Composition,Association,Looping,Casting,1
10,What happens to composed object if owner destroyed?,Also destroyed,Remains forever,Compile error,None,1
10,Aggregation represents what type of ownership?,Weak ownership,Strong ownership,None,Inheritance,1
10,Which concept reduces system complexity?,Abstraction,Recursion,Casting,Sorting,1
10,What is high cohesion?,Related responsibilities together,Random functions,Large classes,More loops,1
10,What is low coupling?,Less dependency between classes,More dependencies,No classes,More variables,1
10,Why is low coupling preferred?,Easy maintenance,More memory,Faster CPU,None,1
10,What is responsibility-driven design?,Assigning proper tasks to objects,Sorting arrays,Creating loops,Compilation,1
10,What is class responsibility?,Tasks handled by class,Object memory,Compiler tasks,Loop execution,1
10,Which relationship means uses-a?,Association,Composition,Aggregation,Inheritance,1
10,Can objects collaborate together?,Yes,No,Never,Only inheritance,1
10,What is modularity?,Divide system into components,Single huge file,No methods,No classes,1
10,Why create small classes?,Better maintainability,More memory,Fewer methods,None,1
10,What is information hiding?,Hide internal details,Delete variables,Encrypt code,Hide loops,1
10,Which access modifier supports hiding?,private,public,protected,static,1
10,What is object identity?,Unique object existence,Object size,Loop count,Memory address only,1
10,What is state of object represented by?,Attributes,Methods,Packages,Loops,1
10,What is behavior represented by?,Methods,Attributes,Packages,Variables,1
10,Which concept models real entities?,Objects,Arrays,Loops,Strings,1
10,Can one object use another object?,Yes,No,Never,Only inheritance,1
10,What is dependency relationship?,Temporary use relationship,Ownership relation,Inheritance,Composition,1
10,What is a software entity?,Object or class,Loop only,Array only,Method only,1
10,Which concept improves scalability?,Modular design,Large classes,Fewer methods,None,1
10,What is abstraction focus?,Essential features only,All details,None,Compilation,1
10,Can abstraction reduce complexity?,Yes,No,Never,Sometimes,1
10,What is problem domain?,Real-world context,System memory,Compiler phase,Array type,1
10,What is implementation domain?,Program solution domain,Real world only,Compiler stage,Loop area,1
10,What is top-down design?,Break large problems smaller,Solve bottom first,Random coding,None,1
10,What is bottom-up design?,Build from small components,Solve top only,Loop method,Sorting,1
10,Why use reusable components?,Reduce duplication,Increase complexity,More memory,None,1
10,Which relationship is strongest?,Composition,Aggregation,Association,Dependency,1
10,What is object collaboration?,Objects working together,Loop nesting,Sorting arrays,Compilation,1
10,What is interface in design thinking?,Contract between components,Compiler,Object memory,Loop type,1
10,Why separate responsibilities?,Cleaner design,More RAM,Less code execution,None,1
10,What is software reuse?,Using existing components,Copy pasting only,Deleting classes,None,1
10,Can design affect maintainability?,Yes,No,Never,Sometimes,1
10,What is maintainability?,Ease of modification,Object size,Memory usage,None,1
10,What is flexibility?,Easy adaptation to change,More memory,Fewer classes,None,1
10,What is robustness?,Handles errors well,Fast execution only,Less RAM,None,1
10,Which principle says one class one responsibility?,Single responsibility,None,Loop principle,Memory principle,1
10,What is separation of concerns?,Divide responsibilities,Combine all classes,None,Sorting,1
10,What is abstraction barrier?,Hide complexity layer,Loop limit,Memory boundary,None,1
10,Can objects exist independently?,Sometimes,No,Always,Never,1
10,What is class hierarchy?,Relationship structure,Loop order,Sorting method,None,1
10,Inheritance creates what relationship?,is-a,has-a,uses-a,owns-a,1
10,Composition creates what relationship?,has-a,is-a,uses-a,depends-a,1
10,Which design usually easier to maintain?,High cohesion low coupling,Low cohesion high coupling,None,Random design,1
10,What is software architecture?,System structure,Loop structure,Array structure,None,1
10,What does refactoring improve?,Design quality,Memory only,Compilation,None,1
10,Can classes depend too much on each other?,Yes,No,Never,Sometimes,1
10,Too much dependency causes?,Tight coupling,Loose coupling,Inheritance,Abstraction,1
10,What is conceptual model?,Abstract representation,Compiler output,Array type,None,1
10,Objects interact through?,Methods,Variables only,Packages,None,1
10,Why avoid giant classes?,Hard maintenance,Better speed,None,More memory,1
10,What is decomposition?,Break problem smaller,Merge classes,Delete methods,None,1
10,Can systems be layered?,Yes,No,Never,Sometimes,1
10,Layered design improves?,Organization,Memory only,None,Compilation,1
10,Which relationship can exist without ownership?,Association,Composition,Aggregation,None,1
10,What is ownership relation?,Composition/Aggregation,Looping,Sorting,None,1
10,Good OOP design emphasizes?,Relationships and responsibilities,Loops only,Arrays,None,1
10,Why use diagrams in design?,Visualize relationships,Compile code,None,Increase RAM,1
10,UML mainly helps with?,Design visualization,Compilation,Execution,None,1
10,What does CRC stand for?,Class Responsibility Collaboration,Class Runtime Code,Compile Run Create,None,1
10,CRC cards help with?,Object design,Looping,Sorting,None,1
10,What is abstraction level?,Amount of hidden detail,Object size,None,Loop depth,1
10,Can multiple objects share one class blueprint?,Yes,No,Never,Only static,1
10,What improves testability?,Modular classes,Large classes,None,Long methods,1
10,What is software component?,Reusable unit,Object memory,Compiler stage,None,1
10,Can abstraction and encapsulation work together?,Yes,No,Never,Sometimes,1
10,Why avoid duplicate logic?,Maintainability,More speed,None,Less RAM,1
10,What does design pattern provide?,Reusable solution,Compiler feature,None,Loop shortcut,1
10,What is system complexity reduced by?,Good design,More classes,None,More loops,1
10,What is relationship modeling?,Defining object interactions,Loop creation,None,Compilation,1
10,Good design aims for?,Flexibility and maintainability,More RAM,None,Fewer objects,1
10,Can responsibilities shift during refactoring?,Yes,No,Never,Sometimes,1
10,What is cohesion measuring?,Relatedness inside class,Object size,None,Memory usage,1
10,What is coupling measuring?,Dependency between classes,Loop depth,None,Speed,1
10,What is primary goal of OOP thinking?,Model real problems effectively,Create arrays,Faster CPU,None,1
10,Can poor design still compile?,Yes,No,Never,Sometimes,1
10,Which chapter focuses more on design than syntax?,Object-Oriented Thinking,Loops,Arrays,Strings,1
10,Object-oriented thinking mainly improves?,Software design quality,Memory size,None,Compiler speed,1
10,What is one hallmark of good design?,Simple understandable classes,Large classes,None,More methods,1
10,Which principle encourages reusable code blocks?,Modularity,None,Looping,Sorting,1
10,Can one object belong to multiple relationships?,Yes,No,Never,Only inheritance,1
10,What is design tradeoff?,Balance between factors,Compiler issue,None,Loop error,1
10,What does ownership imply?,Lifecycle relationship,None,Loop relation,Sorting,1
10,Why use object models?,Represent systems clearly,Increase memory,None,Compile faster,1
10,Which concept keeps systems manageable?,Abstraction,None,Looping,Sorting,1
10,What chapter transitions from syntax to design mindset?,Object-Oriented Thinking,Methods,Arrays,Strings,1
10,What is object-oriented thinking mainly about?,Modeling real world objects,Writing loops,Faster compilation,Memory allocation,1
10,Which OOP concept hides implementation details?,Abstraction,Looping,Sorting,Casting,1
10,Which OOP concept bundles data and methods?,Encapsulation,Inheritance,Compilation,Iteration,1
10,Which concept promotes code reuse?,Inheritance,Looping,Sorting,Casting,1
10,What is association in OOP?,Relationship between objects,Loop relation,Memory allocation,Compilation,1
10,What is aggregation?,Weak has-a relationship,Strong has-a relationship,Inheritance,Polymorphism,1
10,What is composition?,Strong has-a relationship,Weak relationship,Loop structure,Sorting algorithm,1
10,Which relationship represents ownership?,Composition,Association,Looping,Casting,1
10,What happens to composed object if owner destroyed?,Also destroyed,Remains forever,Compile error,None,1
10,Aggregation represents what type of ownership?,Weak ownership,Strong ownership,None,Inheritance,1
10,Which concept reduces system complexity?,Abstraction,Recursion,Casting,Sorting,1
10,What is high cohesion?,Related responsibilities together,Random functions,Large classes,More loops,1
10,What is low coupling?,Less dependency between classes,More dependencies,No classes,More variables,1
10,Why is low coupling preferred?,Easy maintenance,More memory,Faster CPU,None,1
10,What is responsibility-driven design?,Assigning proper tasks to objects,Sorting arrays,Creating loops,Compilation,1
10,What is class responsibility?,Tasks handled by class,Object memory,Compiler tasks,Loop execution,1
10,Which relationship means uses-a?,Association,Composition,Aggregation,Inheritance,1
10,Can objects collaborate together?,Yes,No,Never,Only inheritance,1
10,What is modularity?,Divide system into components,Single huge file,No methods,No classes,1
10,Why create small classes?,Better maintainability,More memory,Fewer methods,None,1
10,What is information hiding?,Hide internal details,Delete variables,Encrypt code,Hide loops,1
10,Which access modifier supports hiding?,private,public,protected,static,1
10,What is object identity?,Unique object existence,Object size,Loop count,Memory address only,1
10,What is state of object represented by?,Attributes,Methods,Packages,Loops,1
10,What is behavior represented by?,Methods,Attributes,Packages,Variables,1
10,Which concept models real entities?,Objects,Arrays,Loops,Strings,1
10,Can one object use another object?,Yes,No,Never,Only inheritance,1
10,What is dependency relationship?,Temporary use relationship,Ownership relation,Inheritance,Composition,1
10,What is a software entity?,Object or class,Loop only,Array only,Method only,1
10,Which concept improves scalability?,Modular design,Large classes,Fewer methods,None,1
10,What is abstraction focus?,Essential features only,All details,None,Compilation,1
10,Can abstraction reduce complexity?,Yes,No,Never,Sometimes,1
10,What is problem domain?,Real-world context,System memory,Compiler phase,Array type,1
10,What is implementation domain?,Program solution domain,Real world only,Compiler stage,Loop area,1
10,What is top-down design?,Break large problems smaller,Solve bottom first,Random coding,None,1
10,What is bottom-up design?,Build from small components,Solve top only,Loop method,Sorting,1
10,Why use reusable components?,Reduce duplication,Increase complexity,More memory,None,1
10,Which relationship is strongest?,Composition,Aggregation,Association,Dependency,1
10,What is object collaboration?,Objects working together,Loop nesting,Sorting arrays,Compilation,1
10,What is interface in design thinking?,Contract between components,Compiler,Object memory,Loop type,1
10,Why separate responsibilities?,Cleaner design,More RAM,Less code execution,None,1
10,What is software reuse?,Using existing components,Copy pasting only,Deleting classes,None,1
10,Can design affect maintainability?,Yes,No,Never,Sometimes,1
10,What is maintainability?,Ease of modification,Object size,Memory usage,None,1
10,What is flexibility?,Easy adaptation to change,More memory,Fewer classes,None,1
10,What is robustness?,Handles errors well,Fast execution only,Less RAM,None,1
10,Which principle says one class one responsibility?,Single responsibility,None,Loop principle,Memory principle,1
10,What is separation of concerns?,Divide responsibilities,Combine all classes,None,Sorting,1
10,What is abstraction barrier?,Hide complexity layer,Loop limit,Memory boundary,None,1
10,Can objects exist independently?,Sometimes,No,Always,Never,1
10,What is class hierarchy?,Relationship structure,Loop order,Sorting method,None,1
10,Inheritance creates what relationship?,is-a,has-a,uses-a,owns-a,1
10,Composition creates what relationship?,has-a,is-a,uses-a,depends-a,1
10,Which design usually easier to maintain?,High cohesion low coupling,Low cohesion high coupling,None,Random design,1
10,What is software architecture?,System structure,Loop structure,Array structure,None,1
10,What does refactoring improve?,Design quality,Memory only,Compilation,None,1
10,Can classes depend too much on each other?,Yes,No,Never,Sometimes,1
10,Too much dependency causes?,Tight coupling,Loose coupling,Inheritance,Abstraction,1
10,What is conceptual model?,Abstract representation,Compiler output,Array type,None,1
10,Objects interact through?,Methods,Variables only,Packages,None,1
10,Why avoid giant classes?,Hard maintenance,Better speed,None,More memory,1
10,What is decomposition?,Break problem smaller,Merge classes,Delete methods,None,1
10,Can systems be layered?,Yes,No,Never,Sometimes,1
10,Layered design improves?,Organization,Memory only,None,Compilation,1
10,Which relationship can exist without ownership?,Association,Composition,Aggregation,None,1
10,What is ownership relation?,Composition/Aggregation,Looping,Sorting,None,1
10,Good OOP design emphasizes?,Relationships and responsibilities,Loops only,Arrays,None,1
10,Why use diagrams in design?,Visualize relationships,Compile code,None,Increase RAM,1
10,UML mainly helps with?,Design visualization,Compilation,Execution,None,1
10,What does CRC stand for?,Class Responsibility Collaboration,Class Runtime Code,Compile Run Create,None,1
10,CRC cards help with?,Object design,Looping,Sorting,None,1
10,What is abstraction level?,Amount of hidden detail,Object size,None,Loop depth,1
10,Can multiple objects share one class blueprint?,Yes,No,Never,Only static,1
10,What improves testability?,Modular classes,Large classes,None,Long methods,1
10,What is software component?,Reusable unit,Object memory,Compiler stage,None,1
10,Can abstraction and encapsulation work together?,Yes,No,Never,Sometimes,1
10,Why avoid duplicate logic?,Maintainability,More speed,None,Less RAM,1
10,What does design pattern provide?,Reusable solution,Compiler feature,None,Loop shortcut,1
10,What is system complexity reduced by?,Good design,More classes,None,More loops,1
10,What is relationship modeling?,Defining object interactions,Loop creation,None,Compilation,1
10,Good design aims for?,Flexibility and maintainability,More RAM,None,Fewer objects,1
10,Can responsibilities shift during refactoring?,Yes,No,Never,Sometimes,1
10,What is cohesion measuring?,Relatedness inside class,Object size,None,Memory usage,1
10,What is coupling measuring?,Dependency between classes,Loop depth,None,Speed,1
10,What is primary goal of OOP thinking?,Model real problems effectively,Create arrays,Faster CPU,None,1
10,Can poor design still compile?,Yes,No,Never,Sometimes,1
10,Which chapter focuses more on design than syntax?,Object-Oriented Thinking,Loops,Arrays,Strings,1
10,Object-oriented thinking mainly improves?,Software design quality,Memory size,None,Compiler speed,1
10,What is one hallmark of good design?,Simple understandable classes,Large classes,None,More methods,1
10,Which principle encourages reusable code blocks?,Modularity,None,Looping,Sorting,1
10,Can one object belong to multiple relationships?,Yes,No,Never,Only inheritance,1
10,What is design tradeoff?,Balance between factors,Compiler issue,None,Loop error,1
10,What does ownership imply?,Lifecycle relationship,None,Loop relation,Sorting,1
10,Why use object models?,Represent systems clearly,Increase memory,None,Compile faster,1
10,Which concept keeps systems manageable?,Abstraction,None,Looping,Sorting,1
10,What chapter transitions from syntax to design mindset?,Object-Oriented Thinking,Methods,Arrays,Strings,1
12,What is an exception?,Abnormal event during execution,Compilation process,Loop type,Class variable,1
12,Why is exception handling used?,Handle runtime problems,Increase RAM,Compile code,Create objects,1
12,Which keyword handles exceptions?,catch,throw,class,new,1
12,Which block contains risky code?,try,catch,finally,throw,1
12,Which block catches exceptions?,catch,try,throw,main,1
12,Which block always executes?,finally,try,catch,throw,1
12,Which keyword manually creates exception?,throw,throws,catch,try,1
12,Which keyword declares possible exceptions?,throws,throw,catch,finally,1
12,What is checked exception?,Must be handled or declared,Ignored exception,Logic error,Compile warning,1
12,What is unchecked exception?,Occurs at runtime,Must always declare,Compile error only,None,1
12,Which class is parent of exceptions?,Exception,Object,Throwable,Error,3
12,Which class is root of exception hierarchy?,Throwable,Exception,Object,RuntimeException,1
12,What exception occurs dividing by zero integers?,ArithmeticException,IOException,NullPointerException,FileException,1
12,What exception occurs for null object access?,NullPointerException,IOException,ArithmeticException,FileException,1
12,What exception occurs invalid array index?,ArrayIndexOutOfBoundsException,IOException,NullPointerException,ArithmeticException,1
12,Which exception occurs invalid type casting?,ClassCastException,IOException,ArithmeticException,NullPointerException,1
12,Which exception occurs invalid input type with Scanner?,InputMismatchException,IOException,ArithmeticException,FileException,1
12,Can multiple catch blocks exist?,Yes,No,Only two,Never,1
12,Which catch block should appear first?,Specific exception,General exception,finally,throw,1
12,What happens if Exception catch first?,Later catches unreachable,Nothing,Compilation success,Program faster,1
12,Can try exist without catch?,Yes with finally,No,Never,Only throw,1
12,Can finally exist without catch?,Yes,No,Never,Only runtime exceptions,1
12,What is stack trace?,Error call history,Object memory,Loop output,Compilation report,1
12,Which method prints stack trace?,printStackTrace(),showError(),display(),trace(),1
12,What does getMessage() return?,Exception message,Stack trace,Class name,Method name,1
12,What is purpose of custom exceptions?,Create own exception types,Increase RAM,Compile faster,Replace loops,1
12,Which keyword creates custom exception class?,extends Exception,implements Exception,throw class,new Exception,1
12,What is IOException related to?,Input/output operations,Math errors,Loops,Objects,1
12,What exception occurs file not found?,FileNotFoundException,ArithmeticException,ClassCastException,ArrayException,1
12,Which package contains file classes?,java.io,java.util,java.lang,java.net,1
12,Which class represents files?,File,Scanner,Files,TextFile,1
12,Which class reads text files commonly?,Scanner,Math,System,Random,1
12,Which class writes formatted text files?,PrintWriter,Scanner,Reader,Math,1
12,How create file object?,new File("a.txt"),File.create(),file(),make File,1
12,Which method checks file existence?,exists(),isFound(),available(),check(),1
12,Which method creates file?,createNewFile(),newFile(),create(),generate(),1
12,What does file.length() return?,File size,Name,Lines count,Permissions,1
12,Can Scanner read from files?,Yes,No,Only keyboard,Never,1
12,Which constructor reads file with Scanner?,new Scanner(file),Scanner.read(file),Scanner(file),openScanner(),1
12,Which class closes resources automatically with try?,try-with-resources,catch block,finally,Object,1
12,What is try-with-resources benefit?,Auto closing resources,Faster code,More memory,None,1
12,Can exceptions be nested?,Yes,No,Never,Only checked,1
12,What is exception propagation?,Passing exception upward,Object creation,Looping,File writing,1
12,Which keyword rethrows exception?,throw,throws,catch,finally,1
12,Can finally block be skipped sometimes?,Yes on System.exit,No,Never,Always,1
12,Which class writes primitive data as text?,PrintWriter,File,Scanner,System,1
12,What method writes line using PrintWriter?,println(),writeLine(),nextLine(),show(),1
12,What method closes PrintWriter?,close(),stop(),finish(),end(),1
12,Can one try have multiple catches?,Yes,No,Never,Only two,1
12,What is RuntimeException?,Unchecked exception,Checked exception,Error,None,1
12,Which exception occurs invalid number format?,NumberFormatException,IOException,ArithmeticException,ClassCastException,1
12,What causes NumberFormatException?,Bad numeric conversion,File missing,Null object,Array issue,1
12,Which exception handles interrupted threads?,InterruptedException,IOException,RuntimeException,ArrayException,1
12,Can catch blocks use superclass types?,Yes,No,Never,Only Exception,1
12,What is broad catch block example?,catch(Exception e),catch(IOException e),catch(File e),catch(Int e),1
12,What is advantage of specific catches?,Better handling,Less memory,None,Faster CPU,1
12,Which keyword explicitly ends method on exception?,throw,continue,break,switch,1
12,Can exceptions be objects?,Yes,No,Never,Only checked,1
12,Which class hierarchy branch is not exception?,Error,IOException,RuntimeException,Exception,1
12,What are Errors generally?,Serious system problems,User inputs,Loop bugs,File names,1
12,Can we usually recover from Error?,No,Yes,Always,Sometimes,1
12,What file mode does PrintWriter use by default?,Overwrite,Append,Read,None,1
12,Which class appends text easily?,FileWriter append mode,Scanner,Math,System,1
12,What is delimiter in Scanner?,Token separator,File path,Exception type,Loop variable,1
12,Which Scanner method reads next token?,next(),read(),token(),get(),1
12,Which Scanner method reads integer?,nextInt(),readInt(),intNext(),scanInt(),1
12,Which Scanner method reads line?,nextLine(),next(),line(),readLine(),1
12,Can files store persistent data?,Yes,No,Never,Only objects,1
12,What is EOF?,End of file,Error of file,Empty output file,End object field,1
12,Which loop commonly reads file until end?,while(scanner.hasNext()),for loop,switch,if,1
12,What does hasNext() check?,More input exists,File closed,Exception,Object type,1
12,Can exceptions improve robustness?,Yes,No,Never,Sometimes,1
12,What is robust software?,Handles errors well,Faster software,Less memory,None,1
12,What happens after uncaught exception?,Program terminates,Auto recovers,None,Compile error,1
12,Can methods throw multiple exceptions?,Yes,No,Never,Only checked,1
12,How separate multiple exceptions in throws?,Comma,Semicolon,Colon,Space,1
12,What is resource leak?,Unclosed resources,Loop issue,Object issue,Sorting issue,1
12,Why close files?,Release resources,Increase RAM,Compile faster,None,1
12,Can Scanner objects be closed?,Yes,No,Never,Only files,1
12,Which chapter introduces persistent storage basics?,Text I/O,Loops,Arrays,Methods,1
12,What is serialization here?,Not text I/O focus,Object deletion,Loop process,Sorting,1
12,What is purpose of file paths?,Locate files,Compile files,Create loops,None,1
12,Relative path means?,Based on current location,Full disk path,None,Internet path,1
12,Absolute path means?,Complete location,Current folder only,None,Relative folder,1
12,Can exceptions be chained?,Yes,No,Never,Only IOExceptions,1
12,Which exception often occurs parseInt invalid text?,NumberFormatException,IOException,ArithmeticException,NullPointerException,1
12,What is exception object storing?,Error information,Arrays only,None,Loops,1
12,Which concept separates normal flow from error flow?,Exception handling,Looping,Arrays,Methods,1
12,Text I/O mainly works with?,Human-readable files,Binary only,None,Images only,1
12,Can file objects create directories too?,Yes,No,Never,Only files,1
12,Which method checks if file is directory?,isDirectory(),directory(),isFolder(),folder(),1
12,What improves reliability during failures?,Exception handling,Long methods,Large classes,None,1
12,Which chapter combines errors and file persistence?,Exception Handling and Text I/O,Arrays,Strings,Loops,1
12,What is key benefit of try-catch?,Prevent crashes from runtime issues,Increase speed,None,Reduce memory,1
12,Exception handling mainly improves?,Program stability,CPU speed,None,RAM size,1
13,What is an abstract class?,Class that cannot be instantiated,Class without methods,Normal class,Final class,1
13,Which keyword creates abstract class?,abstract,interface,extends,implements,1
13,Can abstract classes create objects?,No,Yes,Sometimes,Only static objects,1
13,What is an abstract method?,Method without body,Method with loop,Static method,Private method,1
13,Which keyword declares abstract method?,abstract,void,static,return,1
13,Must abstract methods have body?,No,Yes,Sometimes,Only interfaces,1
13,Can abstract class contain concrete methods?,Yes,No,Never,Only constructors,1
13,Can abstract classes have constructors?,Yes,No,Never,Sometimes,1
13,Why use abstract classes?,Provide partial abstraction,Increase RAM,Replace arrays,Compile faster,1
13,What happens if subclass doesn't implement abstract methods?,Must also be abstract,Compile success always,None,Object created,1
13,Which keyword is used for interfaces?,interface,abstract,implements,extends,1
13,Can interfaces be instantiated?,No,Yes,Sometimes,Only static,1
13,Which keyword implements interface?,implements,extends,interface,super,1
13,Can class implement multiple interfaces?,Yes,No,Never,Only abstract classes,1
13,Can class extend multiple classes?,No,Yes,Sometimes,Only abstract classes,1
